Branch,Code,Variable,year,value
Rondo Community Outreach,P06M,Reference Transactions,2017,NA
Rondo Community Outreach,P08M,Stations,2017,NA
Rondo Community Outreach,P09M,Users of Public Internet Computers,2017,36171
Rondo Community Outreach,P15M,Children's Circulation,2017,31248
Rondo Community Outreach,P16M,Children's Library Programs,2017,NA
Rondo Community Outreach,P17M,Children's Program Attendance,2017,NA
Rondo Community Outreach,P18M,Yound Adult Library Programs,2017,NA
Rondo Community Outreach,P19M,Young Adult Program Attendance,2017,NA
Rondo Community Outreach,P20M,Adult Circulation,2017,39654
Rondo Community Outreach,P21M,Adult Library Programs,2017,NA
Rondo Community Outreach,P22M,Adult Program Attendance,2017,NA
Rondo Community Outreach,P23M,Other Circulation,2017,NA
Rondo Community Outreach,P24M,Total Circulation,2017,70902
Rondo Community Outreach,C01M,Print Materials,2017,66206
Rondo Community Outreach,C02M,Audio Materials,2017,NA
Rondo Community Outreach,C03M,Video Materials,2017,14898
Rondo Community Outreach,C04M,Multi-format Materials,2017,NA
Rondo Community Outreach,C05M,Other Physical Materials,2017,NA
Rondo Community Outreach,C06M,Total Materials (Manually Input),2017,87024
Rondo Community Outreach,C07M,Print Serial Subscriptions,2017,NA
Central,P01M,Population of the Legal Service Area,2017,NA
Central,P02aM,Registered Borrowers - Residents,2017,NA
Central,P02bM,Registered Borrowers - Reciprocal,2017,NA
Central,P02cM,Total Registered Borrowers (Manually Input),2017,16025
Central,P04M,Library Visits,2017,181128
Central,P06M,Reference Transactions,2017,NA
Central,P08M,Stations,2017,NA
Central,P09M,Users of Public Internet Computers,2017,37998
Central,NA,Wireless Sessions,2017,28400
Central,P15M,Children's Circulation,2017,48992
Central,P16M,Children's Library Programs,2017,NA
Central,P17M,Children's Program Attendance,2017,NA
Central,P18M,Yound Adult Library Programs,2017,NA
Central,P19M,Young Adult Program Attendance,2017,NA
Central,P20M,Adult Circulation,2017,81650
Central,P21M,Adult Library Programs,2017,NA
Central,P22M,Adult Program Attendance,2017,NA
Central,P23M,Other Circulation,2017,NA
Central,P24M,Total Circulation,2017,130642
Central,C01M,Print Materials,2017,309664
Central,C02M,Audio Materials,2017,NA
Central,C03M,Video Materials,2017,9604
Central,C04M,Multi-format Materials,2017,NA
Central,C05M,Other Physical Materials,2017,NA
Central,C06M,Total Materials (Manually Input),2017,325519
Central,C07M,Print Serial Subscriptions,2017,NA
Sun Ray,P01M,Population of the Legal Service Area,2017,NA
Sun Ray,P02aM,Registered Borrowers - Residents,2017,NA
Sun Ray,P02bM,Registered Borrowers - Reciprocal,2017,NA
Sun Ray,P02cM,Total Registered Borrowers (Manually Input),2017,25327
Sun Ray,P04M,Library Visits,2017,199377
Sun Ray,P06M,Reference Transactions,2017,NA
Sun Ray,P08M,Stations,2017,NA
Sun Ray,P09M,Users of Public Internet Computers,2017,36240
Sun Ray,NA,Wireless Sessions,2017,20132
Sun Ray,P15M,Children's Circulation,2017,79394
Sun Ray,P16M,Children's Library Programs,2017,NA
Sun Ray,P17M,Children's Program Attendance,2017,NA
Sun Ray,P18M,Yound Adult Library Programs,2017,NA
Sun Ray,P19M,Young Adult Program Attendance,2017,NA
Sun Ray,P20M,Adult Circulation,2017,81575
Sun Ray,P21M,Adult Library Programs,2017,NA
Sun Ray,P22M,Adult Program Attendance,2017,NA
Sun Ray,P23M,Other Circulation,2017,NA
Sun Ray,P24M,Total Circulation,2017,160969
Sun Ray,C01M,Print Materials,2017,48966
Sun Ray,C02M,Audio Materials,2017,NA
Sun Ray,C03M,Video Materials,2017,11233
Sun Ray,C04M,Multi-format Materials,2017,NA
Sun Ray,C05M,Other Physical Materials,2017,NA
Sun Ray,C06M,Total Materials (Manually Input),2017,64590
Sun Ray,C07M,Print Serial Subscriptions,2017,NA
West 7th Street Popular,P01M,Population of the Legal Service Area,2017,4620
West 7th Street Popular,P02aM,Registered Borrowers - Residents,2017,3860
West 7th Street Popular,P02bM,Registered Borrowers - Reciprocal,2017,534
West 7th Street Popular,P02cM,Total Registered Borrowers (Manually Input),2017,4394
West 7th Street Popular,P04M,Library Visits,2017,58654
West 7th Street Popular,P06M,Reference Transactions,2017,5044
West 7th Street Popular,P08M,Stations,2017,NA
West 7th Street Popular,P09M,Users of Public Internet Computers,2017,7798
West 7th Street Popular,NA,Wireless Sessions,2017,2135
West 7th Street Popular,P15M,Children's Circulation,2017,25225
West 7th Street Popular,P16M,Children's Library Programs,2017,130
West 7th Street Popular,P17M,Children's Program Attendance,2017,3339
West 7th Street Popular,P18M,Yound Adult Library Programs,2017,3
West 7th Street Popular,P19M,Young Adult Program Attendance,2017,17
West 7th Street Popular,P20M,Adult Circulation,2017,33929
West 7th Street Popular,P21M,Adult Library Programs,2017,34
West 7th Street Popular,P22M,Adult Program Attendance,2017,291
West 7th Street Popular,NA,Total Programs,2017,167
West 7th Street Popular,NA,Total Program Attendance,2017,3647
West 7th Street Popular,P23M,Other Circulation,2017,0
West 7th Street Popular,P24M,Total Circulation,2017,59154
West 7th Street Popular,C01M,Print Materials,2017,8094
West 7th Street Popular,C02M,Audio Materials,2017,902
West 7th Street Popular,C03M,Video Materials,2017,1309
West 7th Street Popular,C04M,Multi-format Materials,2017,0
West 7th Street Popular,C05M,Other Physical Materials,2017,7
West 7th Street Popular,C06M,Total Materials (Manually Input),2017,10312
West 7th Street Popular,C07M,Print Serial Subscriptions,2017,8
Arlington Hills,C01M,Print Materials,2016,22623
Arlington Hills,C02M,Audio Materials,2016,NA
Arlington Hills,C03M,Video Materials,2016,6840
Arlington Hills,C04M,Multi-format Materials,2016,NA
Arlington Hills,C05M,Other Physical Materials,2016,NA
Arlington Hills,C06M,Total Materials (Manually Input),2016,31734
Arlington Hills,C07M,Print Serial Subscriptions,2016,NA
Arlington Hills,P01M,Population of the Legal Service Area,2016,NA
Arlington Hills,P02aM,Registered Borrowers - Residents,2016,NA
Arlington Hills,P02bM,Registered Borrowers - Reciprocal,2016,NA
Arlington Hills,P02cM,Total Registered Borrowers/Users,2016,18218
Arlington Hills,P04M,Library Visits,2016,136963
Arlington Hills,P06M,Reference Transactions,2016,NA
Arlington Hills,P08M,Stations,2016,NA
Arlington Hills,P09M,Annual Public Internet Computer Sessions,2016,36174
Arlington Hills,P15M,Wireless Sessions,2016,36174
Arlington Hills,P16M,Children's Circulation,2016,45764
Arlington Hills,P17M,Children's Library Programs,2016,NA
Arlington Hills,P18M,Children's Program Attendance,2016,NA
Arlington Hills,P19M,Young Adult Library Programs,2016,NA
Arlington Hills,P20M,Young Adult Program Attendance,2016,NA
Arlington Hills,P21M,Adult Circulation,2016,30869
Arlington Hills,P22M,Adult Library Programs,2016,NA
Arlington Hills,P23M,Adult Program Attendance,2016,NA
Arlington Hills,P24M,Other Circulation,2016,NA
Arlington Hills,P25M,Total Circulation (Manually Input),2016,76633
Arlington Hills,P26M,Total Programs (Manually Input),2016,NA
Dayton's Bluff,P01M,Population of the Legal Service Area,2016,NA
Dayton's Bluff,P02aM,Registered Borrowers - Residents,2016,NA
Dayton's Bluff,P02bM,Registered Borrowers - Reciprocal,2016,NA
Dayton's Bluff,P02cM,Total Registered Borrowers,2016,13620
Dayton's Bluff,P04M,Library Visits,2016,99572
Dayton's Bluff,P06M,Reference Transactions,2016,NA
Dayton's Bluff,P08M,Stations,2016,NA
Dayton's Bluff,P09M,Annual Public Internet Computer Sessions,2016,16921
Dayton's Bluff,NA,Wireless Sessions,2016,NA
Dayton's Bluff,P15M,Children's Circulation,2016,25860
Dayton's Bluff,P16M,Children's Library Programs,2016,NA
Dayton's Bluff,P17M,Children's Program Attendance,2016,NA
Dayton's Bluff,P18M,Young Adult Library Programs,2016,NA
Dayton's Bluff,P19M,Young Adult Program Attendance,2016,NA
Dayton's Bluff,P20M,Adult Circulation,2016,30975
Dayton's Bluff,P21M,Adult Library Programs,2016,NA
Dayton's Bluff,P22M,Adult Program Attendance,2016,NA
Dayton's Bluff,P23M,Other Circulation,2016,NA
Dayton's Bluff,P24M,Total Circulation (Manually Input),2016,56835
Dayton's Bluff,P25M,Total Programs (Manually Input),2016,NA
Dayton's Bluff,P26M,Total Attendance (Manually Input),2016,NA
Dayton's Bluff,C01M,Print Materials,2016,24129
Dayton's Bluff,C02M,Audio Materials,2016,NA
Dayton's Bluff,C03M,Video Materials,2016,7213
Dayton's Bluff,C04M,Multi-format Materials,2016,NA
Dayton's Bluff,C05M,Other Physical Materials,2016,NA
Dayton's Bluff,C06M,Total Materials (Manually Input),2016,34255
Dayton's Bluff,C07M,Print Serial Subscriptions,2016,NA
Hamline Midway,P01M,Population of the Legal Service Area,2016,NA
Hamline Midway,P02aM,Registered Borrowers - Residents,2016,NA
Hamline Midway,P02bM,Registered Borrowers - Reciprocal,2016,NA
Hamline Midway,P02cM,Total Registered Borrowers,2016,10012
Hamline Midway,P04M,Library Visits,2016,103012
Hamline Midway,P06M,Reference Transactions,2016,NA
Hamline Midway,P08M,Stations,2016,NA
Hamline Midway,P09M,Users of Public Internet Computers,2016,NA
Hamline Midway,P15M,Children's Circulation,2016,5e4
Hamline Midway,P16M,Children's Library Programs,2016,NA
Hamline Midway,P17M,Children's Program Attendance,2016,NA
Hamline Midway,P18M,Yound Adult Library Programs,2016,NA
Hamline Midway,P19M,Young Adult Program Attendance,2016,NA
Hamline Midway,P20M,Adult Circulation,2016,50265
Hamline Midway,P21M,Adult Library Programs,2016,NA
Hamline Midway,P22M,Adult Program Attendance,2016,NA
Hamline Midway,P23M,Other Circulation,2016,NA
Hamline Midway,P24M,Total Circulation,2016,100265
Hamline Midway,NA,Total Programs (Manually Input),2016,NA
Hamline Midway,NA,Total Attendance (Manually Input),2016,NA
Hamline Midway,C01M,Print Materials,2016,21201
Hamline Midway,C02M,Audio Materials,2016,NA
Hamline Midway,C03M,Video Materials,2016,4554
Hamline Midway,C04M,Multi-format Materials,2016,NA
Hamline Midway,C05M,Other Physical Materials,2016,NA
Hamline Midway,C06M,Total Materials (Manually Input),2016,28733
Hamline Midway,C07M,Print Serial Subscriptions,2016,NA
Hamline Midway,NA,Wireless Sessions,2016,NA
Hayden Heights,P01M,Population of the Legal Service Area,2016,NA
Hayden Heights,P02aM,Registered Borrowers - Residents,2016,NA
Hayden Heights,P02bM,Registered Borrowers - Reciprocal,2016,NA
Hayden Heights,P02cM,Total Registered Borrowers (Manually Input),2016,21218
Hayden Heights,P04M,Library Visits,2016,86229
Hayden Heights,P06M,Reference Transactions,2016,NA
Hayden Heights,P08M,Stations,2016,NA
Hayden Heights,P09M,Users of Public Internet Computers,2016,19081
Hayden Heights,NA,Wireless Sessions,2016,NA
Hayden Heights,P15M,Children's Circulation,2016,44074
Hayden Heights,P16M,Children's Library Programs,2016,NA
Hayden Heights,P17M,Children's Program Attendance,2016,NA
Hayden Heights,P18M,Yound Adult Library Programs,2016,NA
Hayden Heights,P19M,Young Adult Program Attendance,2016,NA
Hayden Heights,P20M,Adult Circulation,2016,38944
Hayden Heights,P21M,Adult Library Programs,2016,NA
Hayden Heights,P22M,Adult Program Attendance,2016,NA
Hayden Heights,P23M,Other Circulation,2016,NA
Hayden Heights,P24M,Total Circulation,2016,83018
Hayden Heights,NA,Total Programs (Manually Input),2016,NA
Hayden Heights,NA,Total Attendance (Manually Input),2016,NA
Hayden Heights,C01M,Print Materials,2016,35546
Hayden Heights,C02M,Audio Materials,2016,NA
Hayden Heights,C03M,Video Materials,2016,5855
Hayden Heights,C04M,Multi-format Materials,2016,NA
Hayden Heights,C05M,Other Physical Materials,2016,NA
Hayden Heights,C06M,Total Materials (Manually Input),2016,43952
Hayden Heights,C07M,Print Serial Subscriptions,2016,NA
Highland,P01M,Population of the Legal Service Area,2016,NA
Highland,P02aM,Registered Borrowers - Residents,2016,NA
Highland,P02bM,Registered Borrowers - Reciprocal,2016,NA
Highland,P02cM,Total Registered Borrowers (Manually Input),2016,34705
Highland,P04M,Library Visits,2016,291207
Highland,P06M,Reference Transactions,2016,NA
Highland,P08M,Stations,2016,NA
Highland,P09M,Users of Public Internet Computers,2016,31270
Highland,NA,Wireless Sessions,2016,NA
Highland,P15M,Children's Circulation,2016,187223
Highland,P16M,Children's Library Programs,2016,NA
Highland,P17M,Children's Program Attendance,2016,NA
Highland,P18M,Yound Adult Library Programs,2016,NA
Highland,P19M,Young Adult Program Attendance,2016,NA
Highland,P20M,Adult Circulation,2016,187874
Highland,P21M,Adult Library Programs,2016,NA
Highland,P22M,Adult Program Attendance,2016,NA
Highland,P23M,Other Circulation,2016,NA
Highland,P24M,Total Circulation,2016,375097
Highland,NA,Total Programs (Manually Input),2016,NA
Highland,NA,Total Attendance (Manually Input),2016,NA
Highland,C01M,Print Materials,2016,57159
Highland,C02M,Audio Materials,2016,NA
Highland,C03M,Video Materials,2016,8233
Highland,C04M,Multi-format Materials,2016,NA
Highland,C05M,Other Physical Materials,2016,NA
Highland,C06M,Total Materials (Manually Input),2016,72054
Highland,C07M,Print Serial Subscriptions,2016,NA
Merriam Park,P01M,Population of the Legal Service Area,2016,NA
Merriam Park,P02aM,Registered Borrowers - Residents,2016,NA
Merriam Park,P02bM,Registered Borrowers - Reciprocal,2016,NA
Merriam Park,P02cM,Total Registered Borrowers (Manually Input),2016,27083
Merriam Park,P04M,Library Visits,2016,151182
Merriam Park,P06M,Reference Transactions,2016,NA
Merriam Park,P08M,Stations,2016,NA
Merriam Park,P09M,Users of Public Internet Computers,2016,NA
Merriam Park,P15M,Children's Circulation,2016,116109
Merriam Park,NA,Wireless Sessions,2016,NA
Merriam Park,P16M,Children's Library Programs,2016,NA
Merriam Park,P17M,Children's Program Attendance,2016,NA
Merriam Park,P18M,Yound Adult Library Programs,2016,NA
Merriam Park,P19M,Young Adult Program Attendance,2016,NA
Merriam Park,P20M,Adult Circulation,2016,192699
Merriam Park,P21M,Adult Library Programs,2016,NA
Merriam Park,P22M,Adult Program Attendance,2016,NA
Merriam Park,P23M,Other Circulation,2016,NA
Merriam Park,P24M,Total Circulation,2016,308808
Merriam Park,NA,Total Programs (Manually Input),2016,NA
Merriam Park,NA,Total Attendance (Manually Input),2016,NA
Merriam Park,C01M,Print Materials,2016,56976
Merriam Park,C02M,Audio Materials,2016,NA
Merriam Park,C03M,Video Materials,2016,8261
Merriam Park,C04M,Multi-format Materials,2016,NA
Merriam Park,C05M,Other Physical Materials,2016,NA
Merriam Park,C06M,Total Materials (Manually Input),2016,72001
Merriam Park,C07M,Print Serial Subscriptions,2016,NA
Rice Street,P01M,Population of the Legal Service Area,2016,NA
Rice Street,P02aM,Registered Borrowers - Residents,2016,NA
Rice Street,P02bM,Registered Borrowers - Reciprocal,2016,NA
Rice Street,P02cM,Total Registered Borrowers (Manually Input),2016,20821
Rice Street,P04M,Library Visits,2016,207391
Rice Street,P06M,Reference Transactions,2016,NA
Rice Street,P08M,Stations,2016,NA
Rice Street,P09M,Users of Public Internet Computers,2016,29568
Rice Street,NA,Wireless Sessions,2016,NA
Rice Street,P15M,Children's Circulation,2016,39700
Rice Street,P16M,Children's Library Programs,2016,NA
Rice Street,P17M,Children's Program Attendance,2016,NA
Rice Street,P18M,Yound Adult Library Programs,2016,NA
Rice Street,P19M,Young Adult Program Attendance,2016,NA
Rice Street,P20M,Adult Circulation,2016,43273
Rice Street,P21M,Adult Library Programs,2016,NA
Rice Street,P22M,Adult Program Attendance,2016,NA
Rice Street,P23M,Other Circulation,2016,NA
Rice Street,P24M,Total Circulation,2016,82973
Rice Street,NA,Total Programs (Manually Input),2016,NA
Rice Street,NA,Total Attendance (Manually Input),2016,NA
Rice Street,C01M,Print Materials,2016,33734
Rice Street,C02M,Audio Materials,2016,NA
Rice Street,C03M,Video Materials,2016,8515
Rice Street,C04M,Multi-format Materials,2016,NA
Rice Street,C05M,Other Physical Materials,2016,NA
Rice Street,C06M,Total Materials (Manually Input),2016,45200
Rice Street,C07M,Print Serial Subscriptions,2016,NA
Riverview,P01M,Population of the Legal Service Area,2016,NA
Riverview,P02aM,Registered Borrowers - Residents,2016,NA
Riverview,P02bM,Registered Borrowers - Reciprocal,2016,NA
Riverview,P02cM,Total Registered Borrowers (Manually Input),2016,11887
Riverview,P04M,Library Visits,2016,87759
Riverview,P06M,Reference Transactions,2016,NA
Riverview,P08M,Stations,2016,NA
Riverview,P09M,Users of Public Internet Computers,2016,11095
Riverview,NA,Wireless Sessions,2016,NA
Riverview,P15M,Children's Circulation,2016,32202
Riverview,P16M,Children's Library Programs,2016,NA
Riverview,P17M,Children's Program Attendance,2016,NA
Riverview,P18M,Yound Adult Library Programs,2016,NA
Riverview,P19M,Young Adult Program Attendance,2016,NA
Riverview,P20M,Adult Circulation,2016,31516
Riverview,P21M,Adult Library Programs,2016,NA
Riverview,P22M,Adult Program Attendance,2016,NA
Riverview,P23M,Other Circulation,2016,NA
Riverview,P24M,Total Circulation,2016,63718
Riverview,NA,Total Programs (Manually Input),2016,NA
Riverview,NA,Total Attendance (Manually Input),2016,NA
Riverview,C01M,Print Materials,2016,21414
Riverview,C02M,Audio Materials,2016,NA
Riverview,C03M,Video Materials,2016,5712
Riverview,C04M,Multi-format Materials,2016,NA
Riverview,C05M,Other Physical Materials,2016,NA
Riverview,C06M,Total Materials (Manually Input),2016,30201
Riverview,C07M,Print Serial Subscriptions,2016,NA
St. Anthony Park,P01M,Population of the Legal Service Area,2016,NA
St. Anthony Park,P02aM,Registered Borrowers - Residents,2016,NA
St. Anthony Park,P02bM,Registered Borrowers - Reciprocal,2016,NA
St. Anthony Park,P02cM,Total Registered Borrowers (Manually Input),2016,13770
St. Anthony Park,P04M,Library Visits,2016,99957
St. Anthony Park,P06M,Reference Transactions,2016,NA
St. Anthony Park,P08M,Stations,2016,NA
St. Anthony Park,P09M,Users of Public Internet Computers,2016,6834
St. Anthony Park,NA,Wireless Sessions,2016,NA
St. Anthony Park,P15M,Children's Circulation,2016,72936
St. Anthony Park,P16M,Children's Library Programs,2016,NA
St. Anthony Park,P17M,Children's Program Attendance,2016,NA
St. Anthony Park,P18M,Yound Adult Library Programs,2016,NA
St. Anthony Park,P19M,Young Adult Program Attendance,2016,NA
St. Anthony Park,P20M,Adult Circulation,2016,60373
St. Anthony Park,P21M,Adult Library Programs,2016,NA
St. Anthony Park,P22M,Adult Program Attendance,2016,NA
St. Anthony Park,P23M,Other Circulation,2016,NA
St. Anthony Park,P24M,Total Circulation,2016,133309
St. Anthony Park,C01M,Print Materials,2016,31355
St. Anthony Park,C02M,Audio Materials,2016,NA
St. Anthony Park,C03M,Video Materials,2016,3871
St. Anthony Park,C04M,Multi-format Materials,2016,NA
St. Anthony Park,C05M,Other Physical Materials,2016,NA
St. Anthony Park,C06M,Total Materials (Manually Input),2016,38691
St. Anthony Park,C07M,Print Serial Subscriptions,2016,NA
St. Paul Bookmobile,P01M,Population of the Legal Service Area,2016,NA
St. Paul Bookmobile,P02aM,Registered Borrowers - Residents,2016,NA
St. Paul Bookmobile,P02bM,Registered Borrowers - Reciprocal,2016,NA
St. Paul Bookmobile,P02cM,Total Registered Borrowers (Manually Input),2016,10818
St. Paul Bookmobile,P04M,Library Visits,2016,133865
St. Paul Bookmobile,P06M,Reference Transactions,2016,NA
St. Paul Bookmobile,P08M,Stations,2016,NA
St. Paul Bookmobile,P09M,Users of Public Internet Computers,2016,NA
St. Paul Bookmobile,P15M,Children's Circulation,2016,67935
St. Paul Bookmobile,P16M,Children's Library Programs,2016,NA
St. Paul Bookmobile,P17M,Children's Program Attendance,2016,NA
St. Paul Bookmobile,P18M,Young Adult Library Programs,2016,NA
St. Paul Bookmobile,P19M,Young Adult Program Attendance,2016,NA
St. Paul Bookmobile,P20M,Adult Circulation,2016,40723
St. Paul Bookmobile,P21M,Adult Library Programs,2016,NA
St. Paul Bookmobile,P22M,Adult Program Attendance,2016,NA
St. Paul Bookmobile,P23M,Other Circulation,2016,NA
St. Paul Bookmobile,P24M,Total Circulation,2016,108658
St. Paul Bookmobile,NA,Total Programs,2016,NA
St. Paul Bookmobile,C01M,Print Materials,2016,14339
St. Paul Bookmobile,C02M,Audio Materials,2016,NA
St. Paul Bookmobile,C03M,Video Materials,2016,4182
St. Paul Bookmobile,C04M,Multi-format Materials,2016,NA
St. Paul Bookmobile,C05M,Other Physical Materials,2016,NA
St. Paul Bookmobile,C06M,Total Materials (Manually Input),2016,19e3
St. Paul Bookmobile,C07M,Print Serial Subscriptions,2016,NA
Rondo Community Outreach,P01M,Population of the Legal Service Area,2016,NA
Rondo Community Outreach,P02aM,Registered Borrowers - Residents,2016,NA
Rondo Community Outreach,P02bM,Registered Borrowers - Reciprocal,2016,NA
Rondo Community Outreach,P02cM,Total Registered Borrowers (Manually Input),2016,42814
Rondo Community Outreach,P04M,Library Visits,2016,364613
Rondo Community Outreach,P06M,Reference Transactions,2016,NA
Rondo Community Outreach,P08M,Stations,2016,NA
Rondo Community Outreach,P09M,Users of Public Internet Computers,2016,56141
Rondo Community Outreach,P15M,Children's Circulation,2016,57043
Rondo Community Outreach,P16M,Children's Library Programs,2016,NA
Rondo Community Outreach,P17M,Children's Program Attendance,2016,NA
Rondo Community Outreach,P18M,Yound Adult Library Programs,2016,NA
Rondo Community Outreach,P19M,Young Adult Program Attendance,2016,NA
Rondo Community Outreach,P20M,Adult Circulation,2016,69646
Rondo Community Outreach,P21M,Adult Library Programs,2016,NA
Rondo Community Outreach,P22M,Adult Program Attendance,2016,NA
Rondo Community Outreach,P23M,Other Circulation,2016,NA
Rondo Community Outreach,P24M,Total Circulation,2016,126689
Rondo Community Outreach,C01M,Print Materials,2016,72825
Rondo Community Outreach,C02M,Audio Materials,2016,NA
Rondo Community Outreach,C03M,Video Materials,2016,13601
Rondo Community Outreach,C04M,Multi-format Materials,2016,NA
Rondo Community Outreach,C05M,Other Physical Materials,2016,NA
Rondo Community Outreach,C06M,Total Materials (Manually Input),2016,92382
Rondo Community Outreach,C07M,Print Serial Subscriptions,2016,NA
Central,P01M,Population of the Legal Service Area,2016,NA
Central,P02aM,Registered Borrowers - Residents,2016,NA
Central,P02bM,Registered Borrowers - Reciprocal,2016,NA
Central,P02cM,Total Registered Borrowers (Manually Input),2016,18014
Central,P04M,Library Visits,2016,180495
Central,P06M,Reference Transactions,2016,NA
Central,P08M,Stations,2016,NA
Central,P09M,Users of Public Internet Computers,2016,31792
Central,NA,Wireless Sessions,2016,NA
Central,P15M,Children's Circulation,2016,45893
Central,P16M,Children's Library Programs,2016,NA
Central,P17M,Children's Program Attendance,2016,NA
Central,P18M,Yound Adult Library Programs,2016,NA
Central,P19M,Young Adult Program Attendance,2016,NA
Central,P20M,Adult Circulation,2016,NA
Central,P21M,Adult Library Programs,2016,NA
Central,P22M,Adult Program Attendance,2016,NA
Central,P23M,Other Circulation,2016,NA
Central,P24M,Total Circulation,2016,132693
Central,C01M,Print Materials,2016,315309
Central,C02M,Audio Materials,2016,NA
Central,C03M,Video Materials,2016,9488
Central,C04M,Multi-format Materials,2016,NA
Central,C05M,Other Physical Materials,2016,NA
Central,C06M,Total Materials (Manually Input),2016,331340
Central,C07M,Print Serial Subscriptions,2016,NA
Sun Ray,P01M,Population of the Legal Service Area,2016,NA
Sun Ray,P02aM,Registered Borrowers - Residents,2016,NA
Sun Ray,P02bM,Registered Borrowers - Reciprocal,2016,NA
Sun Ray,P02cM,Total Registered Borrowers (Manually Input),2016,27040
Sun Ray,P04M,Library Visits,2016,215710
Sun Ray,P06M,Reference Transactions,2016,NA
Sun Ray,P08M,Stations,2016,NA
Sun Ray,P09M,Users of Public Internet Computers,2016,38139
Sun Ray,NA,Wireless Sessions,2016,NA
Sun Ray,P15M,Children's Circulation,2016,89711
Sun Ray,P16M,Children's Library Programs,2016,NA
Sun Ray,P17M,Children's Program Attendance,2016,NA
Sun Ray,P18M,Yound Adult Library Programs,2016,NA
Sun Ray,P19M,Young Adult Program Attendance,2016,NA
Sun Ray,P20M,Adult Circulation,2016,97941
Sun Ray,P21M,Adult Library Programs,2016,NA
Sun Ray,P22M,Adult Program Attendance,2016,NA
Sun Ray,P23M,Other Circulation,2016,NA
Sun Ray,P24M,Total Circulation,2016,187652
Sun Ray,C01M,Print Materials,2016,51054
Sun Ray,C02M,Audio Materials,2016,NA
Sun Ray,C03M,Video Materials,2016,11199
Sun Ray,C04M,Multi-format Materials,2016,NA
Sun Ray,C05M,Other Physical Materials,2016,NA
Sun Ray,C06M,Total Materials (Manually Input),2016,67015
Sun Ray,C07M,Print Serial Subscriptions,2016,NA
West 7th Street Popular,P01M,Population of the Legal Service Area,2016,4326
West 7th Street Popular,P02aM,Registered Borrowers - Residents,2016,3999
West 7th Street Popular,P02bM,Registered Borrowers - Reciprocal,2016,539
West 7th Street Popular,P02cM,Total Registered Borrowers (Manually Input),2016,4538
West 7th Street Popular,P04M,Library Visits,2016,60708
West 7th Street Popular,P06M,Reference Transactions,2016,5928
West 7th Street Popular,P08M,Stations,2016,NA
West 7th Street Popular,P09M,Users of Public Internet Computers,2016,8161
West 7th Street Popular,NA,Wireless Sessions,2016,NA
West 7th Street Popular,P15M,Children's Circulation,2016,27471
West 7th Street Popular,P16M,Children's Library Programs,2016,164
West 7th Street Popular,P17M,Children's Program Attendance,2016,2668
West 7th Street Popular,P18M,Yound Adult Library Programs,2016,20
West 7th Street Popular,P19M,Young Adult Program Attendance,2016,265
West 7th Street Popular,P20M,Adult Circulation,2016,33655
West 7th Street Popular,P21M,Adult Library Programs,2016,41
West 7th Street Popular,P22M,Adult Program Attendance,2016,298
West 7th Street Popular,NA,Total Programs,2016,225
West 7th Street Popular,NA,Total Program Attendance,2016,3231
West 7th Street Popular,P23M,Other Circulation,2016,0
West 7th Street Popular,P24M,Total Circulation,2016,61126
West 7th Street Popular,C01M,Print Materials,2016,7443
West 7th Street Popular,C02M,Audio Materials,2016,849
West 7th Street Popular,C03M,Video Materials,2016,1302
West 7th Street Popular,C04M,Multi-format Materials,2016,0
West 7th Street Popular,C05M,Other Physical Materials,2016,7
West 7th Street Popular,C06M,Total Materials (Manually Input),2016,9601
West 7th Street Popular,C07M,Print Serial Subscriptions,2016,13
